5.000000e+00	1.053824e-02	1.263743e-05	-4.282563e-01
4.950000e+00	1.066016e-02	1.308158e-05	-4.332732e-01
4.900000e+00	1.069850e-02	1.333497e-05	-4.381664e-01
4.849582e+00	1.076925e-02	1.367196e-05	-4.434706e-01
4.800502e+00	1.088274e-02	1.406400e-05	-4.487211e-01
4.751254e+00	1.093319e-02	1.431776e-05	-4.540549e-01
4.702265e+00	1.106413e-02	1.486564e-05	-4.595762e-01
4.653837e+00	1.111104e-02	1.518114e-05	-4.650421e-01
4.605245e+00	1.124580e-02	1.563133e-05	-4.708970e-01
4.557754e+00	1.131903e-02	1.607998e-05	-4.767649e-01
4.510299e+00	1.144802e-02	1.659434e-05	-4.824765e-01
4.462414e+00	1.156905e-02	1.707980e-05	-4.885644e-01
4.415537e+00	1.166402e-02	1.753604e-05	-4.946154e-01
4.368565e+00	1.180090e-02	1.811695e-05	-5.011358e-01
4.322748e+00	1.192672e-02	1.876718e-05	-5.072838e-01
4.276025e+00	1.200917e-02	1.922819e-05	-5.139558e-01
4.230558e+00	1.215694e-02	1.991105e-05	-5.205288e-01
4.184864e+00	1.224426e-02	2.052265e-05	-5.274661e-01
4.139984e+00	1.235867e-02	2.102485e-05	-5.343563e-01
4.095002e+00	1.254207e-02	2.190490e-05	-5.415051e-01
4.050569e+00	1.266856e-02	2.249701e-05	-5.488136e-01
4.006462e+00	1.285587e-02	2.365997e-05	-5.561279e-01
3.962367e+00	1.301778e-02	2.448720e-05	-5.638798e-01
3.919118e+00	1.320564e-02	2.538470e-05	-5.715859e-01
3.875783e+00	1.332687e-02	2.620137e-05	-5.795078e-01
3.832845e+00	1.356896e-02	2.739017e-05	-5.876121e-01
3.790232e+00	1.371045e-02	2.814673e-05	-5.959723e-01
3.748058e+00	1.401955e-02	2.992715e-05	-6.045331e-01
3.706217e+00	1.418633e-02	3.092901e-05	-6.131237e-01
3.664423e+00	1.434943e-02	3.212560e-05	-6.220228e-01
3.623119e+00	1.463423e-02	3.358670e-05	-6.311393e-01
3.582145e+00	1.484336e-02	3.523068e-05	-6.405549e-01
3.541610e+00	1.512434e-02	3.683111e-05	-6.500139e-01
3.501137e+00	1.544386e-02	3.897706e-05	-6.598526e-01
3.461191e+00	1.565565e-02	4.027520e-05	-6.699212e-01
3.421552e+00	1.601865e-02	4.300333e-05	-6.802254e-01
3.382217e+00	1.637290e-02	4.508628e-05	-6.908912e-01
3.343332e+00	1.674403e-02	4.781857e-05	-7.017457e-01
3.304673e+00	1.704635e-02	5.006225e-05	-7.127174e-01
3.266153e+00	1.741891e-02	5.272512e-05	-7.242632e-01
3.228282e+00	1.784986e-02	5.610769e-05	-7.361407e-01
3.190767e+00	1.833385e-02	6.054570e-05	-7.481022e-01
3.153340e+00	1.880326e-02	6.423010e-05	-7.605961e-01
3.116452e+00	1.920995e-02	6.811660e-05	-7.733137e-01
3.079782e+00	1.979936e-02	7.248145e-05	-7.867326e-01
3.043762e+00	2.042999e-02	7.861421e-05	-8.002609e-01
3.007839e+00	2.107199e-02	8.403357e-05	-8.141662e-01
2.972244e+00	2.185925e-02	9.162525e-05	-8.286925e-01
2.937164e+00	2.240940e-02	9.789110e-05	-8.435531e-01
2.902349e+00	2.333978e-02	1.066076e-04	-8.588271e-01
2.867850e+00	2.430485e-02	1.183078e-04	-8.747395e-01
2.833820e+00	2.548777e-02	1.307867e-04	-8.911384e-01
2.800129e+00	2.624358e-02	1.409287e-04	-9.081058e-01
2.766819e+00	2.777121e-02	1.589109e-04	-9.257800e-01
2.733959e+00	2.904833e-02	1.737266e-04	-9.437182e-01
2.701261e+00	3.058279e-02	1.981077e-04	-9.628293e-01
2.669246e+00	3.272434e-02	2.265806e-04	-9.823985e-01
2.637483e+00	3.494136e-02	2.603755e-04	-1.002742e+00
2.606128e+00	3.663232e-02	2.977797e-04	-1.023930e+00
2.575195e+00	4.049206e-02	3.520649e-04	-1.046309e+00
2.544821e+00	4.278723e-02	4.058425e-04	-1.069347e+00
2.514740e+00	4.685228e-02	4.914592e-04	-1.093632e+00
2.485182e+00	5.179848e-02	6.109055e-04	-1.119083e+00
2.456083e+00	5.837101e-02	7.896221e-04	-1.145843e+00
2.427466e+00	6.796587e-02	1.013715e-03	-1.174468e+00
2.399485e+00	8.071124e-02	1.520790e-03	-1.204563e+00
2.371967e+00	1.004156e-01	2.294050e-03	-1.237374e+00
2.345230e+00	1.267819e-01	3.884549e-03	-1.272170e+00
2.319012e+00	1.883959e-01	7.208757e-03	-1.311309e+00
2.293802e+00	3.253509e-01	1.299243e-02	-1.358536e+00
2.270121e+00	5.136947e-01	1.197184e-02	-1.413482e+00
2.247606e+00	6.816755e-01	1.838536e-03	-1.467845e+00
2.225011e+00	7.421920e-01	7.611474e-04	-1.507987e+00
2.200013e+00	7.852929e-01	2.571564e-04	-1.546469e+00
2.174660e+00	8.137065e-01	1.655580e-04	-1.579947e+00
2.148102e+00	8.374800e-01	1.035780e-04	-1.612014e+00
2.121160e+00	8.562646e-01	7.289967e-05	-1.641045e+00
2.093310e+00	8.723553e-01	5.353635e-05	-1.668436e+00
2.064915e+00	8.862446e-01	4.004351e-05	-1.694007e+00
2.035861e+00	8.985304e-01	3.134222e-05	-1.718376e+00
2.006337e+00	9.091061e-01	2.539372e-05	-1.740909e+00
1.976033e+00	9.188086e-01	1.984504e-05	-1.762402e+00
1.945247e+00	9.274283e-01	1.608443e-05	-1.782592e+00
1.913813e+00	9.351858e-01	1.313593e-05	-1.801587e+00
